V,power,porosity
150.0,300.0,0.0006357828776041667
165.30612244897958,300.0,0.3245292149633935
180.6122448979592,300.0,0.6447626438027574
195.91836734693877,300.0,0.9576766727284749
211.22448979591837,300.0,1.2596119050733268
226.53061224489795,300.0,1.5469089441700918
241.83673469387753,300.0,1.8159083933515512
257.1428571428571,300.0,2.0629508559504846
272.44897959183675,300.0,2.2843769352996723
287.7551020408163,300.0,2.4765272347318934
303.0612244897959,300.0,2.6356878386142095
318.36734693877554,300.0,2.758005860898143
333.67346938775506,300.0,2.844926137279433
348.9795918367347,300.0,2.899479423121979
364.2857142857143,300.0,2.924696473789674
379.59183673469386,300.0,2.9236080446464157
394.8979591836735,300.0,2.8992448910561004
410.2040816326531,300.0,2.854637768382624
425.51020408163265,300.0,2.7928174319898837
440.81632653061223,300.0,2.7168146372417743
456.1224489795918,300.0,2.6296601395021937
471.42857142857144,300.0,2.534384694135037
486.734693877551,300.0,2.434019056504201
502.0408163265306,300.0,2.331593981973583
517.3469387755101,300.0,2.230140225907078
532.6530612244898,300.0,2.132688543668582
547.9591836734694,300.0,2.0422696906219917
563.2653061224489,300.0,1.961914422131204
578.5714285714286,300.0,1.8946534935601147
593.8775510204082,300.0,1.84351766027262
609.1836734693877,300.0,1.8112585951715487
624.4897959183673,300.0,1.7964525619064002
639.795918367347,300.0,1.7944618370770788
655.1020408163265,300.0,1.8005660368886165
670.4081632653061,300.0,1.8100447775460422
685.7142857142857,300.0,1.818177675254388
701.0204081632653,300.0,1.8202443462186848
716.3265306122449,300.0,1.811524406643963
731.6326530612245,300.0,1.7872974727352549
746.9387755102041,300.0,1.7428431606975898
762.2448979591836,300.0,1.6735219361834492
777.5510204081633,300.0,1.5788527649869877
792.8571428571429,300.0,1.46161188483531
808.1632653061224,300.0,1.3246207593478194
823.469387755102,300.0,1.1707008521439157
838.7755102040816,300.0,1.0026736268430034
854.0816326530612,300.0,0.823360547064482
869.3877551020408,300.0,0.6355830764277549
884.6938775510204,300.0,0.4421626785522249
900.0,300.0,0.24592081705729166
150.0,302.0408163265306,-0.0006293747604312958
165.30612244897958,302.0408163265306,0.32647317701900225
180.6122448979592,302.0408163265306,0.6497006368644502
195.91836734693877,302.0408163265306,0.9652427571295293
211.22448979591837,302.0408163265306,1.2694401411470213
226.53061224489795,302.0408163265306,1.5586333922497047
241.83673469387753,302.0408163265306,1.82916311377036
257.1428571428571,302.0408163265306,2.0773699090417668
272.44897959183675,302.0408163265306,2.299594381396707
287.7551020408163,302.0408163265306,2.4921771341679584
303.0612244897959,302.0408163265306,2.6519240749373547
318.36734693877554,302.0408163265306,2.779203872836425
333.67346938775506,302.0408163265306,2.8708410936490782
348.9795918367347,302.0408163265306,2.9295051728502073
364.2857142857143,302.0408163265306,2.9582268658037063
379.59183673469386,302.0408163265306,2.9600369278734724
394.8979591836735,302.0408163265306,2.9379661144234035
410.2040816326531,302.0408163265306,2.8950451808173936
425.51020408163265,302.0408163265306,2.8343048824193406
440.81632653061223,302.0408163265306,2.758775974593139
456.1224489795918,302.0408163265306,2.6714892127026872
471.42857142857144,302.0408163265306,2.57547535211188
486.734693877551,302.0408163265306,2.4737651481846146
502.0408163265306,302.0408163265306,2.369389356284787
517.3469387755101,302.0408163265306,2.265378731776294
532.6530612244898,302.0408163265306,2.1647640300230298
547.9591836734694,302.0408163265306,2.0705760063888925
563.2653061224489,302.0408163265306,1.9858454162377797
578.5714285714286,302.0408163265306,1.9136030149335848
593.8775510204082,302.0408163265306,1.8568795578402055
609.1836734693877,302.0408163265306,1.8225151809342608
624.4897959183673,302.0408163265306,1.8069408057149634
639.795918367347,302.0408163265306,1.8037097005519964
655.1020408163265,302.0408163265306,1.808101481650391
670.4081632653061,302.0408163265306,1.8153957652151773
685.7142857142857,302.0408163265306,1.820872167451386
701.0204081632653,302.0408163265306,1.8198103045640492
716.3265306122449,302.0408163265306,1.8074897927581977
731.6326530612245,302.0408163265306,1.7791902482388617
746.9387755102041,302.0408163265306,1.7301528370828059
762.2448979591836,302.0408163265306,1.6638418436550666
777.5510204081633,302.0408163265306,1.5737767888913685
792.8571428571429,302.0408163265306,1.4608578788105142
808.1632653061224,302.0408163265306,1.3279065770319074
823.469387755102,302.0408163265306,1.1777443471749462
838.7755102040816,302.0408163265306,1.0131926528590367
854.0816326530612,302.0408163265306,0.837072957703578
869.3877551020408,302.0408163265306,0.6522067253279731
884.6938775510204,302.0408163265306,0.4614154193516255
900.0,302.0408163265306,0.2676595198276609
150.0,304.0816326530612,-0.0018913974618770307
165.30612244897958,304.0816326530612,0.3281120802682684
180.6122448979592,304.0816326530612,0.6543102720275662
195.91836734693877,304.0816326530612,0.9724571845397735
211.22448979591837,304.0816326530612,1.2788934211376712
226.53061224489795,304.0816326530612,1.5699595851540382
241.83673469387753,304.0816326530612,1.8419962799216556
257.1428571428571,304.0816326530612,2.0913441087733027
272.44897959183675,304.0816326530612,2.31434367504176
287.7551020408163,304.0816326530612,2.5073355820598073
303.0612244897959,304.0816326530612,2.6689594546977005
318.36734693877554,304.0816326530612,2.797793178650726
333.67346938775506,304.0816326530612,2.8944265699202796
348.9795918367347,304.0816326530612,2.9572542407994473
364.2857142857143,304.0816326530612,2.9895333743582078
379.59183673469386,304.0816326530612,2.9942947259604558
394.8979591836735,304.0816326530612,2.974569050970089
410.2040816326531,304.0816326530612,2.9333871047510014
425.51020408163265,304.0816326530612,2.873779642667092
440.81632653061223,304.0816326530612,2.798777420082256
456.1224489795918,304.0816326530612,2.7114111923603876
471.42857142857144,304.0816326530612,2.6147117148653862
486.734693877551,304.0816326530612,2.5117097429611475
502.0408163265306,304.0816326530612,2.4054360320115675
517.3469387755101,304.0816326530612,2.2989213373805426
532.6530612244898,304.0816326530612,2.1951964144319676
547.9591836734694,304.0816326530612,2.0972920185297395
563.2653061224489,304.0816326530612,2.0082389050377563
578.5714285714286,304.0816326530612,1.9310678293199126
593.8775510204082,304.0816326530612,1.8695041195453652
609.1836734693877,304.0816326530612,1.833353346669882
624.4897959183673,304.0816326530612,1.8169749727172055
639.795918367347,304.0816326530612,1.8124678304413635
655.1020408163265,304.0816326530612,1.8151115360473862
670.4081632653061,304.0816326530612,1.820185705740303
685.7142857142857,304.0816326530612,1.8229699557251458
701.0204081632653,304.0816326530612,1.8187439022069463
716.3265306122449,304.0816326530612,1.8027871613907345
731.6326530612245,304.0816326530612,1.7703793494815423
746.9387755102041,304.0816326530612,1.716874731176615
762.2448979591836,304.0816326530612,1.6535412504958313
777.5510204081633,304.0816326530612,1.568119483985199
792.8571428571429,304.0816326530612,1.4595617157954712
808.1632653061224,304.0816326530612,1.330689409546049
823.469387755102,304.0816326530612,1.1843240288563346
838.7755102040816,304.0816326530612,1.023287037345731
854.0816326530612,304.0816326530612,0.8503998986336372
869.3877551020408,304.0816326530612,0.6684840763394576
884.6938775510204,304.0816326530612,0.48036103408259473
900.0,304.0816326530612,0.28939311998588335
150.0,306.1224489795918,-0.0031471550565226264
165.30612244897958,306.1224489795918,0.3294742658428403
180.6122448979592,306.1224489795918,0.6586198904237538
195.91836734693877,306.1224489795918,0.9793482960908546
211.22448979591837,306.1224489795918,1.2880000861769245
226.53061224489795,306.1224489795918,1.5809158640147416
241.83673469387753,306.1224489795918,1.854436232937086
257.1428571428571,306.1224489795918,2.104901796276739
272.44897959183675,306.1224489795918,2.328653157366481
287.7551020408163,306.1224489795918,2.522013486815612
303.0612244897959,306.1224489795918,2.6864594211325246
318.36734693877554,306.1224489795918,2.8124167743423873
333.67346938775506,306.1224489795918,2.915740854444375
348.9795918367347,306.1224489795918,2.9828361287544958
364.2857142857143,306.1224489795918,3.018725501237973
379.59183673469386,306.1224489795918,3.026490940692159
394.8979591836735,306.1224489795918,3.00916320248095
410.2040816326531,306.1224489795918,2.9697730419682418
425.51020408163265,306.1224489795918,2.9113512145179317
440.81632653061223,306.1224489795918,2.836928475493916
456.1224489795918,306.1224489795918,2.74953558026009
471.42857142857144,306.1224489795918,2.6522032841803505
486.734693877551,306.1224489795918,2.5479623426185944
502.0408163265306,306.1224489795918,2.4398435109387178
517.3469387755101,306.1224489795918,2.330877544504617
532.6530612244898,306.1224489795918,2.224095198680187
547.9591836734694,306.1224489795918,2.1225272288293255
563.2653061224489,306.1224489795918,2.0292043903159285
578.5714285714286,306.1224489795918,1.9471574385038921
593.8775510204082,306.1224489795918,1.8821192877424562
609.1836734693877,306.1224489795918,1.8438015789291644
624.4897959183673,306.1224489795918,1.8265835494638807
639.795918367347,306.1224489795918,1.8207647132959335
655.1020408163265,306.1224489795918,1.8216246866303538
670.4081632653061,306.1224489795918,1.824443085672172
685.7142857142857,306.1224489795918,1.8244995266264201
701.0204081632653,306.1224489795918,1.817073625698128
716.3265306122449,306.1224489795918,1.797444999092327
731.6326530612245,306.1224489795918,1.7608932630140481
746.9387755102041,306.1224489795918,1.7034856981785274
762.2448979591836,306.1224489795918,1.6425828796707638
777.5510204081633,306.1224489795918,1.5618985227779156
792.8571428571429,306.1224489795918,1.457741068299616
808.1632653061224,306.1224489795918,1.3329869293996832
823.469387755102,306.1224489795918,1.1904575696975175
838.7755102040816,306.1224489795918,1.0329744528125215
854.0816326530612,306.1224489795918,0.8633590423640961
869.3877551020408,306.1224489795918,0.6844328019716442
884.6938775510204,306.1224489795918,0.4990171952545692
900.0,306.1224489795918,0.31111651819418834
150.0,308.16326530612247,-0.004393517374157709
165.30612244897958,308.16326530612247,0.33058807487436626
180.6122448979592,308.16326530612247,0.6626578331846616
195.91836734693877,308.16326530612247,0.9859444329144224
211.22448979591837,308.16326530612247,1.2967884773964298
226.53061224489795,308.16326530612247,1.5915305699634628
241.83673469387753,308.16326530612247,1.866511313948301
257.1428571428571,308.16326530612247,2.1180713126837247
272.44897959183675,308.16326530612247,2.342551169502517
287.7551020408163,308.16326530612247,2.5361877270986546
303.0612244897959,308.16326530612247,2.7044140894189663
318.36734693877554,308.16326530612247,2.826363623973202
333.67346938775506,308.16326530612247,2.933691795451412
348.9795918367347,308.16326530612247,3.0063603385001456
364.2857142857143,308.16326530612247,3.045912748227796
379.59183673469386,308.16326530612247,3.0567350738533756
394.8979591836735,308.16326530612247,3.041858070740781
410.2040816326531,308.16326530612247,3.0043124942539086
425.51020408163265,308.16326530612247,2.9471290997566557
440.81632653061223,308.16326530612247,2.8733386426129166
456.1224489795918,308.16326530612247,2.7859718781865874
471.42857142857144,308.16326530612247,2.688059561841567
486.734693877551,308.16326530612247,2.58263244894175
502.0408163265306,308.16326530612247,2.4727212948510333
517.3469387755101,308.16326530612247,2.3613568549333137
532.6530612244898,308.16326530612247,2.2515698845524845
547.9591836734694,308.16326530612247,2.146391139072445
563.2653061224489,308.16326530612247,2.048851373857091
578.5714285714286,308.16326530612247,1.9621282794084478
593.8775510204082,308.16326530612247,1.8947203658627274
609.1836734693877,308.16326530612247,1.8540565121673256
624.4897959183673,308.16326530612247,1.8357950225057382
639.795918367347,308.16326530612247,1.828628835666457
655.1020408163265,308.16326530612247,1.8276694199500465
670.4081632653061,308.16326530612247,1.8281963915615371
685.7142857142857,308.16326530612247,1.8254893667059595
701.0204081632653,308.16326530612247,1.8148279615883456
716.3265306122449,308.16326530612247,1.791491792413726
731.6326530612245,308.16326530612247,1.7506236565520619
746.9387755102041,308.16326530612247,1.6900590821127084
762.2448979591836,308.16326530612247,1.630896914259936
777.5510204081633,308.16326530612247,1.5551315777789554
792.8571428571429,308.16326530612247,1.4554136088323875
808.1632653061224,308.16326530612247,1.334816809102246
823.469387755102,308.16326530612247,1.196162642207931
838.7755102040816,308.16326530612247,1.0422725717688468
854.0816326530612,308.16326530612247,0.8759680614043921
869.3877551020408,308.16326530612247,0.7000705747339707
884.6938775510204,308.16326530612247,0.5174015753769863
900.0,308.16326530612247,0.332824615114806
150.0,310.2040816326531,-0.005627354244571794
165.30612244897958,310.2040816326531,0.3314818484944946
180.6122448979592,310.2040816326531,0.6664524414419376
195.91836734693877,310.2040816326531,0.9922739361421242
211.22448979591837,310.2040816326531,1.305286935927835
226.53061224489795,310.2040816326531,1.601832044131849
241.83673469387753,310.2040816326531,1.8782498640869476
257.1428571428571,310.2040816326531,2.13088099912591
272.44897959183675,310.2040816326531,2.356063147014213
287.7551020408163,310.2040816326531,2.550700065466908
303.0612244897959,310.2040816326531,2.722813574734162
318.36734693877554,310.2040816326531,2.8431109501858245
333.67346938775506,310.2040816326531,2.9476671199199025
348.9795918367347,310.2040816326531,3.0271552796429506
364.2857142857143,310.2040816326531,3.0712046171124703
379.59183673469386,310.2040816326531,3.0851366272289007
394.8979591836735,310.2040816326531,3.072763157534377
410.2040816326531,310.2040816326531,3.0371149633927965
425.51020408163265,310.2040816326531,2.9812228001680547
440.81632653061223,310.2040816326531,2.908117423224049
456.1224489795918,310.2040816326531,2.8208295879246745
471.42857142857144,310.2040816326531,2.722390049633829
486.734693877551,310.2040816326531,2.6158295637154074
502.0408163265306,310.2040816326531,2.504178885533307
517.3469387755101,310.2040816326531,2.390468770451424
532.6530612244898,310.2040816326531,2.277729973833653
547.9591836734694,310.2040816326531,2.168993251043892
563.2653061224489,310.2040816326531,2.067289357446037
578.5714285714286,310.2040816326531,1.9769286402645703
593.8775510204082,310.2040816326531,1.907302657337426
609.1836734693877,310.2040816326531,1.8642926587599156
624.4897959183673,310.2040816326531,1.8446378783935318
639.795918367347,310.2040816326531,1.8360886841036872
655.1020408163265,310.2040816326531,1.8332742225572156
670.4081632653061,310.2040816326531,1.8314741099591485
685.7142857142857,310.2040816326531,1.8259679625145167
701.0204081632653,310.2040816326531,1.8120353964283513
716.3265306122449,310.2040816326531,1.7849560279056833
731.6326530612245,310.2040816326531,1.739411743390433
746.9387755102041,310.2040816326531,1.6765957000023706
762.2448979591836,310.2040816326531,1.6186796276626958
777.5510204081633,310.2040816326531,1.547825642316188
792.8571428571429,310.2040816326531,1.4525970099032208
808.1632653061224,310.2040816326531,1.3361967211631733
823.469387755102,310.2040816326531,1.2014569188970123
838.7755102040816,310.2040816326531,1.0511990667241418
854.0816326530612,310.2040816326531,0.8882446282639606
869.3877551020408,310.2040816326531,0.7154150671358731
884.6938775510204,310.2040816326531,0.5355318469592815
900.0,310.2040816326531,0.35451231140996453
150.0,312.2448979591837,-0.006845535497554504
165.30612244897958,312.2448979591837,0.3322873136693206
180.6122448979592,312.2448979591837,0.67003205632723
